"Round6131","Time: 14:41:52","NumberOfPlayers: 9569","TotalBet: 154879.13","TotalWinning: 7379.4","OnCash: 1.16"
"Round6132","Time: 14:42:10","NumberOfPlayers: 8924","TotalBet: 154670.26","TotalWinning: 189714.42","OnCash: 3.2"
"Round6133","Time: 14:42:35","NumberOfPlayers: 10056","TotalBet: 148076.52","TotalWinning: 56201.58","OnCash: 2.1"
"Round6134","Time: 14:42:58","NumberOfPlayers: 9394","TotalBet: 140286.44","TotalWinning: 2478.28","OnCash: 1.18"
"Round6135","Time: 14:43:17","NumberOfPlayers: 8394","TotalBet: 125671.21","TotalWinning: 6286.02","OnCash: 1.29"
"Round6136","Time: 14:43:35","NumberOfPlayers: 8088","TotalBet: 132177.31","TotalWinning: 24072.2","OnCash: 1.44"
"Round6137","Time: 14:43:55","NumberOfPlayers: 8164","TotalBet: 133848.26","TotalWinning: 51643.41","OnCash: 1.85"
"Round6138","Time: 14:44:17","NumberOfPlayers: 8666","TotalBet: 150983.84","TotalWinning: 10315.21","OnCash: 1.3"
"Round6139","Time: 14:44:36","NumberOfPlayers: 7747","TotalBet: 141723.81","TotalWinning: 29948.79","OnCash: 1.63"
"Round6140","Time: 14:44:56","NumberOfPlayers: 7575","TotalBet: 139490.68","TotalWinning: 25580.53","OnCash: 1.59"
"Round6141","Time: 14:45:17","NumberOfPlayers: 7384","TotalBet: 141402.77","TotalWinning: 56876.42","OnCash: 2.05"
"Round6142","Time: 14:45:39","NumberOfPlayers: 7965","TotalBet: 148586.51","TotalWinning: 7469.37","OnCash: 1.19"
"Round6143","Time: 14:45:58","NumberOfPlayers: 6789","TotalBet: 129391.96","TotalWinning: 34393.7","OnCash: 1.72"
"Round6144","Time: 14:46:19","NumberOfPlayers: 6792","TotalBet: 126353.30","TotalWinning: 21047.21","OnCash: 1.5"
"Round6145","Time: 14:46:39","NumberOfPlayers: 6311","TotalBet: 121391.08","TotalWinning: 200381.53","OnCash: 4.78"
"Round6146","Time: 14:47:07","NumberOfPlayers: 7866","TotalBet: 120574.50","TotalWinning: 13235.95","OnCash: 1.22"
"Round6147","Time: 14:47:25","NumberOfPlayers: 6696","TotalBet: 109947.73","TotalWinning: 66342.76","OnCash: 2.54"
"Round6148","Time: 14:47:48","NumberOfPlayers: 7278","TotalBet: 116052.25","TotalWinning: 9836.52","OnCash: 1.27"
"Round6149","Time: 14:48:07","NumberOfPlayers: 6575","TotalBet: 114832.18","TotalWinning: 176450.26","OnCash: 3.71"
"Round6150","Time: 14:48:33","NumberOfPlayers: 7412","TotalBet: 117476.45","TotalWinning: 248013.17","OnCash: 7.7"
"Round6151","Time: 14:49:05","NumberOfPlayers: 7876","TotalBet: 116474.59","TotalWinning: 20063.6","OnCash: 1.39"
"Round6152","Time: 14:49:24","NumberOfPlayers: 6955","TotalBet: 105453.06","TotalWinning: 94061.61","OnCash: 2.79"
"Round6153","Time: 14:49:48","NumberOfPlayers: 7789","TotalBet: 119476.85","TotalWinning: 51152.91","OnCash: 2.14"
"Round6154","Time: 14:50:11","NumberOfPlayers: 7681","TotalBet: 124219.55","TotalWinning: 133152.54","OnCash: 3.29"
"Round6155","Time: 14:50:36","NumberOfPlayers: 7681","TotalBet: 124693.51","TotalWinning: 165745.92","OnCash: 1.11"
"Round6156","Time: 14:50:54","NumberOfPlayers: 7191","TotalBet: 109066.87","TotalWinning: 197416.8","OnCash: 4.75"
"Round6157","Time: 14:51:22","NumberOfPlayers: 8183","TotalBet: 127217.42","TotalWinning: 37966.57","OnCash: 1.79"
"Round6158","Time: 14:51:43","NumberOfPlayers: 7988","TotalBet: 131494.08","TotalWinning: 122578.08","OnCash: 2.77"
"Round6159","Time: 14:52:07","NumberOfPlayers: 7988","TotalBet: 139564.78","TotalWinning: 136207.77","OnCash: 1.02"
"Round6160","Time: 14:52:24","NumberOfPlayers: 7840","TotalBet: 141249.77","TotalWinning: 421907.36","OnCash: 23.29"
"Round6161","Time: 14:53:09","NumberOfPlayers: 8583","TotalBet: 126725.06","TotalWinning: 71824.42","OnCash: 2.37"
"Round6162","Time: 14:53:32","NumberOfPlayers: 8583","TotalBet: 123232.77","TotalWinning: 90497.22","OnCash: 1"
"Round6163","Time: 14:53:48","NumberOfPlayers: 8096","TotalBet: 136694.82","TotalWinning: 30127.42","OnCash: 1.76"
"Round6164","Time: 14:54:09","NumberOfPlayers: 8208","TotalBet: 138928.82","TotalWinning: 67197.39","OnCash: 2.18"
"Round6165","Time: 14:54:31","NumberOfPlayers: 8753","TotalBet: 148555.94","TotalWinning: 46166.82","OnCash: 1.84"
"Round6166","Time: 14:54:53","NumberOfPlayers: 8381","TotalBet: 151707.68","TotalWinning: 2285.67","OnCash: 1.18"
"Round6167","Time: 14:55:11","NumberOfPlayers: 7472","TotalBet: 138233.40","TotalWinning: 36415.88","OnCash: 1.67"
"Round6168","Time: 14:55:32","NumberOfPlayers: 7553","TotalBet: 143778.62","TotalWinning: 270561.17","OnCash: 5.57"
"Round6169","Time: 14:56:01","NumberOfPlayers: 0","TotalBet: 137941.52","TotalWinning: 0","OnCash: 1.14"
"Round6170","Time: 14:56:19","NumberOfPlayers: 7531","TotalBet: 130817.18","TotalWinning: 350457.45","OnCash: 15.24"
"Round6171","Time: 14:56:58","NumberOfPlayers: 8106","TotalBet: 125370.23","TotalWinning: 103374.37","OnCash: 2.32"
"Round6172","Time: 14:57:21","NumberOfPlayers: 7697","TotalBet: 121099.50","TotalWinning: 162954.88","OnCash: 3.19"
"Round6173","Time: 14:57:46","NumberOfPlayers: 8259","TotalBet: 130470.52","TotalWinning: 6413.87","OnCash: 1.31"
"Round6174","Time: 14:58:05","NumberOfPlayers: 7572","TotalBet: 130481.66","TotalWinning: 250824.44","OnCash: 5.53"
"Round6175","Time: 14:58:34","NumberOfPlayers: 8758","TotalBet: 146917.75","TotalWinning: 1223.33","OnCash: 1.17"
"Round6176","Time: 14:58:52","NumberOfPlayers: 8344","TotalBet: 147301.19","TotalWinning: 432817.82","OnCash: 21.23"
"Round6177","Time: 14:59:36","NumberOfPlayers: 8987","TotalBet: 139885.35","TotalWinning: 64651.15","OnCash: 2.07"
"Round6178","Time: 14:59:59","NumberOfPlayers: 8429","TotalBet: 145093.43","TotalWinning: 172100.77","OnCash: 3.07"
"Round6179","Time: 15:00:23","NumberOfPlayers: 8709","TotalBet: 140342.93","TotalWinning: 4253.48","OnCash: 1.16"
"Round6180","Time: 15:00:42","NumberOfPlayers: 8402","TotalBet: 150646.81","TotalWinning: 145042.98","OnCash: 2.53"
"Round6181","Time: 15:01:05","NumberOfPlayers: 9313","TotalBet: 150350.56","TotalWinning: 117059.14","OnCash: 2.26"
"Round6182","Time: 15:01:28","NumberOfPlayers: 9153","TotalBet: 152459.50","TotalWinning: 350717.03","OnCash: 7.16"
"Round6183","Time: 15:01:59","NumberOfPlayers: 9483","TotalBet: 134157.40","TotalWinning: 1694.34","OnCash: 1.18"
"Round6184","Time: 15:02:18","NumberOfPlayers: 8955","TotalBet: 142019.17","TotalWinning: 41986.92","OnCash: 1.57"
"Round6185","Time: 15:02:38","NumberOfPlayers: 9259","TotalBet: 157658.14","TotalWinning: 8326.67","OnCash: 1.28"
"Round6186","Time: 15:02:57","NumberOfPlayers: 8651","TotalBet: 154785.51","TotalWinning: 3091.96","OnCash: 1.2"
"Round6187","Time: 15:03:16","NumberOfPlayers: 8435","TotalBet: 152209.22","TotalWinning: 185102.68","OnCash: 3.39"
"Round6188","Time: 15:03:41","NumberOfPlayers: 9870","TotalBet: 165666.34","TotalWinning: 48299.09","OnCash: 1.71"
"Round6189","Time: 15:04:02","NumberOfPlayers: 9408","TotalBet: 164764.89","TotalWinning: 68262.9","OnCash: 2.11"
"Round6190","Time: 15:04:25","NumberOfPlayers: 9461","TotalBet: 156204.71","TotalWinning: 313457.76","OnCash: 7.21"
"Round6191","Time: 15:04:56","NumberOfPlayers: 9698","TotalBet: 140495.64","TotalWinning: 171475.91","OnCash: 3.36"
"Round6192","Time: 15:05:22","NumberOfPlayers: 9410","TotalBet: 145219.90","TotalWinning: 20938.19","OnCash: 1.4"
"Round6193","Time: 15:05:42","NumberOfPlayers: 8421","TotalBet: 133415.20","TotalWinning: 196271.4","OnCash: 3.76"
"Round6194","Time: 15:06:08","NumberOfPlayers: 9950","TotalBet: 149720.05","TotalWinning: 1594.9","OnCash: 1.16"
"Round6195","Time: 15:06:26","NumberOfPlayers: 9255","TotalBet: 151937.28","TotalWinning: 52760.63","OnCash: 1.8"
"Round6196","Time: 15:06:47","NumberOfPlayers: 9558","TotalBet: 164278.22","TotalWinning: 342612.72","OnCash: 7.5"
"Round6197","Time: 15:07:19","NumberOfPlayers: 10188","TotalBet: 145285.68","TotalWinning: 7691.8","OnCash: 1.21"
"Round6198","Time: 15:07:37","NumberOfPlayers: 9055","TotalBet: 136100.78","TotalWinning: 3719.91","OnCash: 1.21"
"Round6199","Time: 15:07:56","NumberOfPlayers: 9028","TotalBet: 162436.94","TotalWinning: 85657.96","OnCash: 2.1"
"Round6200","Time: 15:08:19","NumberOfPlayers: 10192","TotalBet: 189870.31","TotalWinning: 542060.11","OnCash: 19.96"
"Round6201","Time: 15:09:02","NumberOfPlayers: 9967","TotalBet: 146695.43","TotalWinning: 4786.29","OnCash: 1.15"
"Round6202","Time: 15:09:20","NumberOfPlayers: 8608","TotalBet: 138110.21","TotalWinning: 313229.09","OnCash: 7.86"
"Round6203","Time: 15:09:52","NumberOfPlayers: 9521","TotalBet: 147164.96","TotalWinning: 233161.42","OnCash: 4.71"
"Round6204","Time: 15:10:19","NumberOfPlayers: 9521","TotalBet: 145208.75","TotalWinning: 274095.29","OnCash: 1.01"
"Round6205","Time: 15:10:36","NumberOfPlayers: 8979","TotalBet: 141348.37","TotalWinning: 4410.12","OnCash: 1.17"
"Round6206","Time: 15:10:54","NumberOfPlayers: 8716","TotalBet: 141394.42","TotalWinning: 143941.05","OnCash: 2.56"
"Round6207","Time: 15:11:17","NumberOfPlayers: 10570","TotalBet: 166283.79","TotalWinning: 373561.42","OnCash: 6.88"
"Round6208","Time: 15:11:49","NumberOfPlayers: 10269","TotalBet: 153725.66","TotalWinning: 54726.45","OnCash: 1.57"
"Round6209","Time: 15:12:09","NumberOfPlayers: 9535","TotalBet: 143628.26","TotalWinning: 14523.48","OnCash: 1.36"
"Round6210","Time: 15:12:29","NumberOfPlayers: 9634","TotalBet: 154464.40","TotalWinning: 16951.28","OnCash: 1.51"
"Round6211","Time: 15:12:49","NumberOfPlayers: 9991","TotalBet: 166486.07","TotalWinning: 244023.46","OnCash: 3.9"
"Round6212","Time: 15:13:16","NumberOfPlayers: 9991","TotalBet: 168629.26","TotalWinning: 280700.77","OnCash: 1.02"
"Round6213","Time: 15:13:32","NumberOfPlayers: 10035","TotalBet: 171436.28","TotalWinning: 17136.79","OnCash: 1.51"
"Round6214","Time: 15:13:52","NumberOfPlayers: 9488","TotalBet: 169657.11","TotalWinning: 81728.86","OnCash: 1.99"
"Round6215","Time: 15:14:14","NumberOfPlayers: 10556","TotalBet: 194272.49","TotalWinning: 516141.64","OnCash: 10.18"
"Round6216","Time: 15:14:49","NumberOfPlayers: 10368","TotalBet: 153054.46","TotalWinning: 33991.06","OnCash: 1.7"
"Round6217","Time: 15:15:10","NumberOfPlayers: 9409","TotalBet: 153814.04","TotalWinning: 62212.2","OnCash: 1.65"
"Round6218","Time: 15:15:31","NumberOfPlayers: 9749","TotalBet: 179166.34","TotalWinning: 248389.75","OnCash: 3"
"Round6219","Time: 15:15:55","NumberOfPlayers: 10384","TotalBet: 159636.82","TotalWinning: 465970.82","OnCash: 20.62"
"Round6220","Time: 15:16:39","NumberOfPlayers: 10033","TotalBet: 147739.43","TotalWinning: 159819.29","OnCash: 3.32"
"Round6221","Time: 15:17:04","NumberOfPlayers: 9322","TotalBet: 132625.54","TotalWinning: 229043.75","OnCash: 4.44"
"Round6222","Time: 15:17:31","NumberOfPlayers: 9871","TotalBet: 128548.09","TotalWinning: 8207.32","OnCash: 1.52"
"Round6223","Time: 15:17:52","NumberOfPlayers: 8526","TotalBet: 126331.70","TotalWinning: 29943.72","OnCash: 1.58"
"Round6224","Time: 15:18:12","NumberOfPlayers: 9539","TotalBet: 146337.02","TotalWinning: 95969.8","OnCash: 2.41"
"Round6225","Time: 15:18:35","NumberOfPlayers: 11242","TotalBet: 178975.83","TotalWinning: 1272.74","OnCash: 1.15"
"Round6226","Time: 15:18:54","NumberOfPlayers: 10264","TotalBet: 140813.01","TotalWinning: 90605.63","OnCash: 2.49"
"Round6227","Time: 15:19:17","NumberOfPlayers: 11130","TotalBet: 170343.96","TotalWinning: 13480.33","OnCash: 1.28"
"Round6228","Time: 15:19:36","NumberOfPlayers: 11130","TotalBet: 160654.49","TotalWinning: 24681.57","OnCash: 1.04"
"Round6229","Time: 15:19:53","NumberOfPlayers: 9529","TotalBet: 156099.86","TotalWinning: 66402.23","OnCash: 2.13"
"Round6230","Time: 15:20:15","NumberOfPlayers: 10584","TotalBet: 187047.70","TotalWinning: 481359.8","OnCash: 20.56"
"Round6231","Time: 15:20:59","NumberOfPlayers: 10474","TotalBet: 143780.88","TotalWinning: 23265.62","OnCash: 1.44"
"Round6232","Time: 15:21:19","NumberOfPlayers: 9286","TotalBet: 155261.10","TotalWinning: 386254","OnCash: 10.85"
"Round6233","Time: 15:21:54","NumberOfPlayers: 9811","TotalBet: 140116.06","TotalWinning: 348705.64","OnCash: 7.83"
"Round6234","Time: 15:22:26","NumberOfPlayers: 9755","TotalBet: 143934.05","TotalWinning: 2673.11","OnCash: 1.13"
"Round6235","Time: 15:22:44","NumberOfPlayers: 8081","TotalBet: 121893.64","TotalWinning: 231501.51","OnCash: 5.44"
"Round6236","Time: 15:23:14","NumberOfPlayers: 10290","TotalBet: 154322.73","TotalWinning: 1146.5","OnCash: 1.08"
"Round6237","Time: 15:23:31","NumberOfPlayers: 9764","TotalBet: 149859.00","TotalWinning: 6181.88","OnCash: 1.2"
"Round6238","Time: 15:23:49","NumberOfPlayers: 9363","TotalBet: 139909.91","TotalWinning: 14154.59","OnCash: 1.6"
"Round6239","Time: 15:24:10","NumberOfPlayers: 9363","TotalBet: 165118.24","TotalWinning: 44427.46","OnCash: 1.01"
"Round6240","Time: 15:24:26","NumberOfPlayers: 10192","TotalBet: 186172.48","TotalWinning: 71586.56","OnCash: 2.06"
"Round6241","Time: 15:24:49","NumberOfPlayers: 10650","TotalBet: 192699.40","TotalWinning: 53386.73","OnCash: 1.66"
"Round6242","Time: 15:25:10","NumberOfPlayers: 9914","TotalBet: 192917.55","TotalWinning: 151474.05","OnCash: 2.39"
"Round6243","Time: 15:25:33","NumberOfPlayers: 10233","TotalBet: 183142.97","TotalWinning: 428081.4","OnCash: 7.27"
"Round6244","Time: 15:26:04","NumberOfPlayers: 10302","TotalBet: 154036.13","TotalWinning: 108970.28","OnCash: 2.27"
"Round6245","Time: 15:26:27","NumberOfPlayers: 9837","TotalBet: 156470.80","TotalWinning: 474444.29","OnCash: 29.33"
"Round6246","Time: 15:27:16","NumberOfPlayers: 10148","TotalBet: 140012.87","TotalWinning: 38115.8","OnCash: 1.67"
"Round6247","Time: 15:27:37","NumberOfPlayers: 0","TotalBet: 137661.72","TotalWinning: 0","OnCash: 1.07"
"Round6248","Time: 15:27:54","NumberOfPlayers: 8479","TotalBet: 134149.70","TotalWinning: 127986.8","OnCash: 2.77"
"Round6249","Time: 15:28:19","NumberOfPlayers: 10583","TotalBet: 165067.86","TotalWinning: 86200.8","OnCash: 2.26"
"Round6250","Time: 15:28:42","NumberOfPlayers: 10573","TotalBet: 164100.87","TotalWinning: 64427.68","OnCash: 2.02"
"Round6251","Time: 15:29:05","NumberOfPlayers: 10176","TotalBet: 166715.39","TotalWinning: 67088.4","OnCash: 1.96"
"Round6252","Time: 15:29:27","NumberOfPlayers: 10203","TotalBet: 170033.37","TotalWinning: 159727.43","OnCash: 2.64"
"Round6253","Time: 15:29:51","NumberOfPlayers: 10848","TotalBet: 185293.30","TotalWinning: 26605.13","OnCash: 1.51"
"Round6254","Time: 15:30:11","NumberOfPlayers: 10848","TotalBet: 149758.64","TotalWinning: 42869.94","OnCash: 1.08"
"Round6255","Time: 15:30:28","NumberOfPlayers: 9402","TotalBet: 151978.73","TotalWinning: 62556.7","OnCash: 2.04"
"Round6256","Time: 15:30:50","NumberOfPlayers: 10135","TotalBet: 172902.23","TotalWinning: 23155.64","OnCash: 1.39"
"Round6257","Time: 15:31:10","NumberOfPlayers: 10135","TotalBet: 161551.04","TotalWinning: 24234.39","OnCash: 1.07"
"Round6258","Time: 15:31:27","NumberOfPlayers: 8286","TotalBet: 156366.73","TotalWinning: 6407.62","OnCash: 1.22"
"Round6259","Time: 15:31:46","NumberOfPlayers: 7479","TotalBet: 146040.93","TotalWinning: 41346.02","OnCash: 1.71"
"Round6260","Time: 15:32:07","NumberOfPlayers: 8156","TotalBet: 152323.23","TotalWinning: 96785.46","OnCash: 2.34"
"Round6261","Time: 15:32:30","NumberOfPlayers: 8721","TotalBet: 157896.19","TotalWinning: 184639.23","OnCash: 2.8"
"Round6262","Time: 15:32:54","NumberOfPlayers: 8807","TotalBet: 143011.92","TotalWinning: 15165.61","OnCash: 1.48"
"Round6263","Time: 15:33:14","NumberOfPlayers: 8807","TotalBet: 121345.17","TotalWinning: 25013.54","OnCash: 1.07"
"Round6264","Time: 15:33:31","NumberOfPlayers: 6956","TotalBet: 122069.87","TotalWinning: 19967.04","OnCash: 1.5"
"Round6265","Time: 15:33:51","NumberOfPlayers: 6978","TotalBet: 132722.94","TotalWinning: 71281.89","OnCash: 2.06"
"Round6266","Time: 15:34:13","NumberOfPlayers: 7729","TotalBet: 160066.12","TotalWinning: 3874.67","OnCash: 1.21"
"Round6267","Time: 15:34:32","NumberOfPlayers: 6265","TotalBet: 122744.97","TotalWinning: 25769.73","OnCash: 1.39"
"Round6268","Time: 15:34:51","NumberOfPlayers: 5892","TotalBet: 114195.41","TotalWinning: 5913.11","OnCash: 1.32"
"Round6269","Time: 15:35:10","NumberOfPlayers: 5616","TotalBet: 101340.56","TotalWinning: 15067.56","OnCash: 1.42"
"Round6270","Time: 15:35:30","NumberOfPlayers: 5561","TotalBet: 96222.50","TotalWinning: 7866.77","OnCash: 1.28"
"Round6271","Time: 15:35:49","NumberOfPlayers: 5211","TotalBet: 100294.04","TotalWinning: 3183.66","OnCash: 1.17"
"Round6272","Time: 15:36:07","NumberOfPlayers: 4788","TotalBet: 80722.27","TotalWinning: 174288.55","OnCash: 5.97"
"Round6273","Time: 15:36:36","NumberOfPlayers: 7066","TotalBet: 117445.07","TotalWinning: 137007.42","OnCash: 3.26"
"Round6274","Time: 15:37:01","NumberOfPlayers: 6945","TotalBet: 111687.15","TotalWinning: 208797.6","OnCash: 4.87"
"Round6275","Time: 15:37:29","NumberOfPlayers: 7360","TotalBet: 96705.65","TotalWinning: 204752.64","OnCash: 5.28"
"Round6276","Time: 15:37:58","NumberOfPlayers: 7463","TotalBet: 102826.08","TotalWinning: 301100.22","OnCash: 28.99"
"Round6277","Time: 15:38:47","NumberOfPlayers: 7698","TotalBet: 106875.24","TotalWinning: 90765.35","OnCash: 2.64"
"Round6278","Time: 15:39:10","NumberOfPlayers: 7008","TotalBet: 100691.09","TotalWinning: 104276.42","OnCash: 2.57"
"Round6279","Time: 15:39:34","NumberOfPlayers: 7576","TotalBet: 113049.94","TotalWinning: 2028.57","OnCash: 1.17"
"Round6280","Time: 15:39:52","NumberOfPlayers: 6058","TotalBet: 91353.12","TotalWinning: 270147.82","OnCash: 14.04"
"Round6281","Time: 15:40:30","NumberOfPlayers: 8443","TotalBet: 125796.14","TotalWinning: 194422.35","OnCash: 3.89"
"Round6282","Time: 15:40:57","NumberOfPlayers: 8293","TotalBet: 123263.99","TotalWinning: 16502.87","OnCash: 1.52"
"Round6283","Time: 15:41:17","NumberOfPlayers: 7116","TotalBet: 103332.92","TotalWinning: 103364.68","OnCash: 2.59"
"Round6284","Time: 15:41:41","NumberOfPlayers: 8471","TotalBet: 126271.55","TotalWinning: 101760.23","OnCash: 2.25"
"Round6285","Time: 15:42:04","NumberOfPlayers: 8715","TotalBet: 124189.84","TotalWinning: 90532.71","OnCash: 2.5"
"Round6286","Time: 15:42:27","NumberOfPlayers: 9207","TotalBet: 135897.41","TotalWinning: 178223.66","OnCash: 3.15"
"Round6287","Time: 15:42:52","NumberOfPlayers: 9419","TotalBet: 122039.41","TotalWinning: 15163.39","OnCash: 1.53"
"Round6288","Time: 15:43:12","NumberOfPlayers: 9419","TotalBet: 126693.22","TotalWinning: 29080.1","OnCash: 1.09"
"Round6289","Time: 15:43:30","NumberOfPlayers: 7591","TotalBet: 116644.44","TotalWinning: 22465.19","OnCash: 1.41"
"Round6290","Time: 15:43:50","NumberOfPlayers: 7678","TotalBet: 126606.35","TotalWinning: 99126.17","OnCash: 2.39"
"Round6291","Time: 15:44:13","NumberOfPlayers: 9442","TotalBet: 154206.47","TotalWinning: 410401.86","OnCash: 18.58"
"Round6292","Time: 15:44:55","NumberOfPlayers: 9606","TotalBet: 142306.19","TotalWinning: 212930","OnCash: 3.51"
"Round6293","Time: 15:45:20","NumberOfPlayers: 8880","TotalBet: 134901.75","TotalWinning: 110772.41","OnCash: 2.32"
"Round6294","Time: 15:45:43","NumberOfPlayers: 8427","TotalBet: 122172.64","TotalWinning: 34728.7","OnCash: 1.73"
"Round6295","Time: 15:46:04","NumberOfPlayers: 8427","TotalBet: 121323.83","TotalWinning: 44350.09","OnCash: 1"
"Round6296","Time: 15:46:20","NumberOfPlayers: 0","TotalBet: 126788.48","TotalWinning: 0","OnCash: 1.11"
"Round6297","Time: 15:46:38","NumberOfPlayers: 7437","TotalBet: 115086.30","TotalWinning: 34499.45","OnCash: 1.7"
"Round6298","Time: 15:46:58","NumberOfPlayers: 8598","TotalBet: 141137.75","TotalWinning: 45011.29","OnCash: 1.68"
"Round6299","Time: 15:47:19","NumberOfPlayers: 8579","TotalBet: 143321.44","TotalWinning: 10023.74","OnCash: 1.24"
"Round6300","Time: 15:47:38","NumberOfPlayers: 7332","TotalBet: 122437.99","TotalWinning: 6456.63","OnCash: 1.29"
"Round6301","Time: 15:47:57","NumberOfPlayers: 6844","TotalBet: 134366.88","TotalWinning: 179277.53","OnCash: 3.81"
"Round6302","Time: 15:48:23","NumberOfPlayers: 6844","TotalBet: 144648.46","TotalWinning: 220532.26","OnCash: 1.02"
"Round6303","Time: 15:48:40","NumberOfPlayers: 7904","TotalBet: 116649.61","TotalWinning: 70769.63","OnCash: 2.52"
"Round6304","Time: 15:49:03","NumberOfPlayers: 8515","TotalBet: 134056.27","TotalWinning: 411617.54","OnCash: 23.95"
"Round6305","Time: 15:49:49","NumberOfPlayers: 9121","TotalBet: 123415.81","TotalWinning: 16237.06","OnCash: 1.51"
"Round6306","Time: 15:50:09","NumberOfPlayers: 7773","TotalBet: 119410.27","TotalWinning: 264776.12","OnCash: 8.82"
"Round6307","Time: 15:50:42","NumberOfPlayers: 8754","TotalBet: 133494.93","TotalWinning: 9321.34","OnCash: 1.2"
"Round6308","Time: 15:51:01","NumberOfPlayers: 7778","TotalBet: 114304.23","TotalWinning: 325354.08","OnCash: 21.08"
"Round6309","Time: 15:51:45","NumberOfPlayers: 8552","TotalBet: 113069.45","TotalWinning: 22730.78","OnCash: 1.35"
"Round6310","Time: 15:52:04","NumberOfPlayers: 7989","TotalBet: 115714.18","TotalWinning: 29341.29","OnCash: 1.62"
"Round6311","Time: 15:52:25","NumberOfPlayers: 8173","TotalBet: 123681.15","TotalWinning: 130290.83","OnCash: 2.71"
"Round6312","Time: 15:52:49","NumberOfPlayers: 9270","TotalBet: 132945.76","TotalWinning: 7641.05","OnCash: 1.3"
"Round6313","Time: 15:53:08","NumberOfPlayers: 7647","TotalBet: 124443.50","TotalWinning: 397794.92","OnCash: 25.59"
"Round6314","Time: 15:53:54","NumberOfPlayers: 8877","TotalBet: 133186.68","TotalWinning: 20304.34","OnCash: 1.43"
"Round6315","Time: 15:54:14","NumberOfPlayers: 8048","TotalBet: 127572.50","TotalWinning: 71691.97","OnCash: 2"
"Round6316","Time: 15:54:36","NumberOfPlayers: 8876","TotalBet: 148526.02","TotalWinning: 36554.17","OnCash: 1.74"
"Round6317","Time: 15:54:57","NumberOfPlayers: 8712","TotalBet: 154311.48","TotalWinning: 13449.26","OnCash: 1.26"
"Round6318","Time: 15:55:16","NumberOfPlayers: 8274","TotalBet: 142882.78","TotalWinning: 20265.95","OnCash: 1.49"
"Round6319","Time: 15:55:36","NumberOfPlayers: 8302","TotalBet: 160569.90","TotalWinning: 376653.94","OnCash: 7.94"
"Round6320","Time: 15:56:08","NumberOfPlayers: 0","TotalBet: 149656.38","TotalWinning: 0","OnCash: 1.12"
"Round6321","Time: 15:56:26","NumberOfPlayers: 8450","TotalBet: 138433.98","TotalWinning: 62297.11","OnCash: 2.02"
"Round6322","Time: 15:56:48","NumberOfPlayers: 8848","TotalBet: 152517.85","TotalWinning: 15273.86","OnCash: 1.36"
"Round6323","Time: 15:57:08","NumberOfPlayers: 8414","TotalBet: 157158.55","TotalWinning: 440015.38","OnCash: 28.65"
"Round6324","Time: 15:57:56","NumberOfPlayers: 0","TotalBet: 134373.78","TotalWinning: 0","OnCash: 1.1"
"Round6325","Time: 15:58:14","NumberOfPlayers: 7770","TotalBet: 124824.05","TotalWinning: 428675.11","OnCash: 28.21"
"Round6326","Time: 15:59:03","NumberOfPlayers: 8290","TotalBet: 142274.55","TotalWinning: 146158.29","OnCash: 2.99"
"Round6327","Time: 15:59:27","NumberOfPlayers: 8681","TotalBet: 142674.95","TotalWinning: 10489.33","OnCash: 1.38"
"Round6328","Time: 15:59:46","NumberOfPlayers: 8008","TotalBet: 127721.32","TotalWinning: 61531.05","OnCash: 2.14"
"Round6329","Time: 16:00:09","NumberOfPlayers: 9445","TotalBet: 155840.21","TotalWinning: 29805.64","OnCash: 1.58"
"Round6330","Time: 16:00:30","NumberOfPlayers: 9311","TotalBet: 156937.93","TotalWinning: 190504.96","OnCash: 3.52"
"Round6331","Time: 16:00:55","NumberOfPlayers: 10218","TotalBet: 142552.46","TotalWinning: 2538.83","OnCash: 1.13"
"Round6332","Time: 16:01:13","NumberOfPlayers: 9405","TotalBet: 144860.18","TotalWinning: 437284.43","OnCash: 10.25"
"Round6333","Time: 16:01:48","NumberOfPlayers: 9742","TotalBet: 142939.41","TotalWinning: 13932.76","OnCash: 1.2"
"Round6334","Time: 16:02:07","NumberOfPlayers: 9332","TotalBet: 155296.91","TotalWinning: 353709.58","OnCash: 6.63"
"Round6335","Time: 16:02:37","NumberOfPlayers: 9513","TotalBet: 146567.49","TotalWinning: 213499.27","OnCash: 3.41"
"Round6336","Time: 16:03:03","NumberOfPlayers: 9652","TotalBet: 141719.43","TotalWinning: 311411.81","OnCash: 6.54"
"Round6337","Time: 16:03:33","NumberOfPlayers: 9783","TotalBet: 127699.92","TotalWinning: 52962.27","OnCash: 1.95"
"Round6338","Time: 16:03:55","NumberOfPlayers: 9783","TotalBet: 124920.09","TotalWinning: 57269.26","OnCash: 1"
"Round6339","Time: 16:04:11","NumberOfPlayers: 9780","TotalBet: 144978.87","TotalWinning: 65715.19","OnCash: 2.08"
"Round6340","Time: 16:04:33","NumberOfPlayers: 10658","TotalBet: 178787.54","TotalWinning: 293666.16","OnCash: 4.25"
"Round6341","Time: 16:05:00","NumberOfPlayers: 10658","TotalBet: 155326.29","TotalWinning: 315317.53","OnCash: 1.17"
"Round6342","Time: 16:05:18","NumberOfPlayers: 10796","TotalBet: 165249.38","TotalWinning: 5884.71","OnCash: 1.01"
